 A JE                    137-131-8227     1969
 HGEFBOBMVBYUQA UOWB     993-649-7613      188
 HGEFBOBMVBYUQA UOWB     993-649-7613     6946
 HGEFBOBMVBYUQA UOWB     993-649-7613     7604
 HGEFBOBMVBYUQA UOWB     993-649-7613     1435
 HGEFBOBMVBYUQA UOWB     993-649-7613     6400
 HGEFBOBMVBYUQA UOWB     993-649-7613     7312
 HGQWUHCOFYWLRH MC       406-435-4397     2397
 HGQWUHCOFYWLRH MC       406-435-4397     1598
 HGQWUHCOFYWLRH MC       406-435-4397     1046
 HGQWUHCOFYWLRH MC       406-435-4397      351
 HGQWUHCOFYWLRH MC       406-435-4397     6563
 HGQWUHCOFYWLRH MC       406-435-4397     4095
 HGQWUHCOFYWLRH MC       406-435-4397     2854
 HGQWUHCOFYWLRH MC       406-435-4397     3352
 HGQWUHCOFYWLRH MC       406-435-4397     5234
 HGQWUHCOFYWLRH MC       406-435-4397     7109
 HGQWUHCOFYWLRH MC       406-435-4397     4689
 HGQWUHCOFYWLRH MC       406-435-4397     5969
 HGQWUHCOFYWLRH MC       406-435-4397     7994
 HIFLWPMETO DTUQ         083-402-2637     1210
 HIFLWPMETO DTUQ         083-402-2637     4853
 HIFLWPMETO DTUQ         083-402-2637     5398
 HIFLWPMETO DTUQ         083-402-2637     6133
 HIFLWPMETO DTUQ         083-402-2637     6727
 HIFLWPMETO DTUQ         083-402-2637      515
 HIFLWPMETO DTUQ         083-402-2637     1762
 HIFLWPMETO DTUQ         083-402-2637     4259
 HIGSGBKQOPR QHVCUFD     876-855-3229     2712
 HIGSGBKQOPR QHVCUFD     876-855-3229     3210
 HIGSGBKQOPR QHVCUFD     876-855-3229      209
 HIGSGBKQOPR QHVCUFD     876-855-3229     7625
 HIGSGBKQOPR QHVCUFD     876-855-3229     5092
 HIGSGBKQOPR QHVCUFD     876-855-3229     4547
 HIGSGBKQOPR QHVCUFD     876-855-3229     2255
 HIGSGBKQOPR QHVCUFD     876-855-3229      904
 HIGSGBKQOPR QHVCUFD     876-855-3229     5827
 HIGSGBKQOPR QHVCUFD     876-855-3229     3677
 HIGSGBKQOPR QHVCUFD     876-855-3229     7852
 HIGSGBKQOPR QHVCUFD     876-855-3229     6967
 HIGSGBKQOPR QHVCUFD     876-855-3229     7333
 HIGSGBKQOPR QHVCUFD     876-855-3229     1456
 HIGSGBKQOPR QHVCUFD     876-855-3229     6421
 HIGSGBKQOPR QHVCUFD     876-855-3229     3953
 HJAOW YUDYS             081-121-4129     6189
 HJAOW YUDYS             081-121-4129     1818
 HJAOW YUDYS             081-121-4129     4315
 HJAOW YUDYS             081-121-4129      571
 HKXNYWV SXUIKVFV        295-791-2498     5394
 HKXNYWV SXUIKVFV        295-791-2498     4255
 HKXNYWV SXUIKVFV        295-791-2498     1758
 HKXNYWV SXUIKVFV        295-791-2498     6129
 HKXNYWV SXUIKVFV        295-791-2498     6723
 HKXNYWV SXUIKVFV        295-791-2498     4849
 HKXNYWV SXUIKVFV        295-791-2498     1206
 HKXNYWV SXUIKVFV        295-791-2498      511
 HKXPCGLI BCTBC          917-030-0089     1692
 HKXPCGLI BCTBC          917-030-0089     5328
 HKXPCGLI BCTBC          917-030-0089     4189
 HKXPCGLI BCTBC          917-030-0089     3446
 HKXPCGLI BCTBC          917-030-0089      445
 HKXPCGLI BCTBC          917-030-0089     6063
 HKXPCGLI BCTBC          917-030-0089     1140
 HKXPCGLI BCTBC          917-030-0089     2948
 HKXPCGLI BCTBC          917-030-0089     4783
 HKXPCGLI BCTBC          917-030-0089     2491
 HKXPCGLI BCTBC          917-030-0089     6657
 HMOD ACBXNLIU           803-658-4730       96
 HMOD ACBXNLIU           803-658-4730     2599
 HMOD ACBXNLIU           803-658-4730     2142
 HMOD ACBXNLIU           803-658-4730     6854
 HMOD ACBXNLIU           803-658-4730     6308
 HMOD ACBXNLIU           803-658-4730     4434
 HMOD ACBXNLIU           803-658-4730     3097
 HMOD ACBXNLIU           803-658-4730     1343
 HMOD ACBXNLIU           803-658-4730     7220
 HMOD ACBXNLIU           803-658-4730     7739
 HMOD ACBXNLIU           803-658-4730     4979
 HMOD ACBXNLIU           803-658-4730      791
 HMOD ACBXNLIU           803-658-4730     7512
 HMOD ACBXNLIU           803-658-4730     5714
 HMOD ACBXNLIU           803-658-4730     3840
 HMOD ACBXNLIU           803-658-4730     5509
 HMOD ACBXNLIU           803-658-4730     3564
 HNQSUXQ QJSCVO          547-379-2280     3585
 HNQSUXQ QJSCVO          547-379-2280     3118
 HNQSUXQ QJSCVO          547-379-2280     3861
 HNQSUXQ QJSCVO          547-379-2280     2620
 HNQSUXQ QJSCVO          547-379-2280     7241
 HNQSUXQ QJSCVO          547-379-2280     1364
 HNQSUXQ QJSCVO          547-379-2280     5735
 HNQSUXQ QJSCVO          547-379-2280     6875
 HNQSUXQ QJSCVO          547-379-2280     4455
 HNQSUXQ QJSCVO          547-379-2280     7760
 HNQSUXQ QJSCVO          547-379-2280     6329
 HNQSUXQ QJSCVO          547-379-2280     5000
 HNQSUXQ QJSCVO          547-379-2280     5530
 HNQSUXQ QJSCVO          547-379-2280     7533
 HNQSUXQ QJSCVO          547-379-2280      117
 HNQSUXQ QJSCVO          547-379-2280     2163
 HNQSUXQ QJSCVO          547-379-2280      812
 HP D                    270-720-8816     1965
 HPOQIVT FHUSW           026-447-9627      621
 HPOQIVT FHUSW           026-447-9627     1868
 HQOLIGSLF NHFY          879-920-4651     1914
 HQOLIGSLF NHFY          879-920-4651      667
 HQPQUXQDIDHD I          695-457-1211     2297
 HQPQUXQDIDHD I          695-457-1211     3252
 HQPQUXQDIDHD I          695-457-1211     7375
 HQPQUXQDIDHD I          695-457-1211     7009
 HQPQUXQDIDHD I          695-457-1211      251
 HQPQUXQDIDHD I          695-457-1211     1498
 HQPQUXQDIDHD I          695-457-1211      946
 HQPQUXQDIDHD I          695-457-1211     4589
 HQPQUXQDIDHD I          695-457-1211     2754
 HQPQUXQDIDHD I          695-457-1211     5134
 HQPQUXQDIDHD I          695-457-1211     7894
 HQPQUXQDIDHD I          695-457-1211     5869
 HQPQUXQDIDHD I          695-457-1211     6463
 HQPQUXQDIDHD I          695-457-1211     3995
 HQPQUXQDIDHD I          695-457-1211     3719
 HQSWMR JGFEQ            333-959-8878      616
 HQSWMR JGFEQ            333-959-8878     1863
 HSSWHD GVXRCRS          644-114-9090     4436
 HSSWHD GVXRCRS          644-114-9090     6856
 HSSWHD GVXRCRS          644-114-9090     3842
 HSSWHD GVXRCRS          644-114-9090     5716
 HSSWHD GVXRCRS          644-114-9090      793
 HSSWHD GVXRCRS          644-114-9090     4981
 HSSWHD GVXRCRS          644-114-9090     7514
 HSSWHD GVXRCRS          644-114-9090     7222
 HSSWHD GVXRCRS          644-114-9090     5511
 HSSWHD GVXRCRS          644-114-9090     7741
 HSSWHD GVXRCRS          644-114-9090     2601
 HSSWHD GVXRCRS          644-114-9090     3566
 HSSWHD GVXRCRS          644-114-9090       98
 HSSWHD GVXRCRS          644-114-9090     1345
 HSSWHD GVXRCRS          644-114-9090     6310
 HSSWHD GVXRCRS          644-114-9090     3099
 HSSWHD GVXRCRS          644-114-9090     2144
 HSU FKQ                 873-375-6513     2005
 HTMMRPLXT GDEK          839-674-7900     2027
 HTUSWE MFRFCC           952-017-2745     1651
 HTUSWE MFRFCC           952-017-2745     4148
 HTUSWE MFRFCC           952-017-2745     2450
 HTUSWE MFRFCC           952-017-2745     5287
 HTUSWE MFRFCC           952-017-2745     2907
 HTUSWE MFRFCC           952-017-2745      404
 HTUSWE MFRFCC           952-017-2745     1099
 HTUSWE MFRFCC           952-017-2745     6616
 HTUSWE MFRFCC           952-017-2745     3405
 HTUSWE MFRFCC           952-017-2745     4742
 HTUSWE MFRFCC           952-017-2745     6022
 HUDQAKOVCHSTTJ LUB      241-292-3188     1844
 HUDQAKOVCHSTTJ LUB      241-292-3188      597
 HUKRJSCF ATWGQ          174-958-2721      630
 HUKRJSCF ATWGQ          174-958-2721     1877
 HVWENLYW SGUBUI         258-436-1021     1973
 HWMYLBMYXNIJI S         162-158-4409     1972
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     2463
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     4161
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     3418
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     2920
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550      417
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     4755
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     6035
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     1664
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     5300
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     6629
 HXSFQWVXIEAQ EAFPVXXB   351-550-1550     1112
 I AYIFDTDI              864-967-8530     6939
 I AYIFDTDI              864-967-8530     3925
 I AYIFDTDI              864-967-8530     6393
 I AYIFDTDI              864-967-8530     3649
 I AYIFDTDI              864-967-8530     5799
 I AYIFDTDI              864-967-8530     3182
 I AYIFDTDI              864-967-8530     7824
 I AYIFDTDI              864-967-8530      876
 I AYIFDTDI              864-967-8530      181
 I AYIFDTDI              864-967-8530     4519
 I AYIFDTDI              864-967-8530     7597
 I AYIFDTDI              864-967-8530     7305
 I AYIFDTDI              864-967-8530     5594
 I AYIFDTDI              864-967-8530     2684
 I AYIFDTDI              864-967-8530     2227
 I AYIFDTDI              864-967-8530     5064
 I AYIFDTDI              864-967-8530     1428
 I IF                    782-224-7229     1254
 I IF                    782-224-7229     6765
 I IF                    782-224-7229     3008
 I IF                    782-224-7229     5625
 I IF                    782-224-7229        7
 I IF                    782-224-7229     3751
 I IF                    782-224-7229     7423
 I IF                    782-224-7229     3475
 I IF                    782-224-7229      702
 I IF                    782-224-7229     7650
 I IF                    782-224-7229     6219
 I IF                    782-224-7229     5420
 I IF                    782-224-7229     2510
 I IF                    782-224-7229     4890
 I IF                    782-224-7229     4345
 I IF                    782-224-7229     2053
 I IF                    782-224-7229     7131
 I MIP                   285-487-1511     4053
 I MIP                   285-487-1511      309
 I MIP                   285-487-1511     3310
 I MIP                   285-487-1511     7067
 I MIP                   285-487-1511     1004
 I MIP                   285-487-1511     5192
 I MIP                   285-487-1511     5927
 I MIP                   285-487-1511     2355
 I MIP                   285-487-1511     6521
 I MIP                   285-487-1511     4647
 I MIP                   285-487-1511     1556
 I MIP                   285-487-1511     7952
 I MIP                   285-487-1511     2812
 I MO                    349-453-8986     2018
 I YEPXRK                147-760-4975      543
 I YEPXRK                147-760-4975     6161
 I YEPXRK                147-760-4975     1238
 I YEPXRK                147-760-4975     4287
 I YEPXRK                147-760-4975     6755
 I YEPXRK                147-760-4975     4881
 I YEPXRK                147-760-4975     1790
 IBHX UF                 133-360-2887     7007
 IBHX UF                 133-360-2887     2752
 IBHX UF                 133-360-2887     4587
 IBHX UF                 133-360-2887     2295
 IBHX UF                 133-360-2887      944
 IBHX UF                 133-360-2887     1496
 IBHX UF                 133-360-2887     3717
 IBHX UF                 133-360-2887     3993
 IBHX UF                 133-360-2887     5867
 IBHX UF                 133-360-2887     7373
 IBHX UF                 133-360-2887     5132
 IBHX UF                 133-360-2887     3250
 IBHX UF                 133-360-2887     6461
 IBHX UF                 133-360-2887      249
 IBHX UF                 133-360-2887     7892
 IBUNOQ CYCI             053-498-1639     4281
 IBUNOQ CYCI             053-498-1639     6749
 IBUNOQ CYCI             053-498-1639     1232
 IBUNOQ CYCI             053-498-1639     1784
 IBUNOQ CYCI             053-498-1639      537
 IBUNOQ CYCI             053-498-1639     6155
 IBUNOQ CYCI             053-498-1639     4875
 IBWPKPVVIPV O           358-123-8864     7900
 IBWPKPVVIPV O           358-123-8864     1504
 IBWPKPVVIPV O           358-123-8864      952
 IBWPKPVVIPV O           358-123-8864     3725
 IBWPKPVVIPV O           358-123-8864     5875
 IBWPKPVVIPV O           358-123-8864     4001
 IBWPKPVVIPV O           358-123-8864     7015
 IBWPKPVVIPV O           358-123-8864     2303
 IBWPKPVVIPV O           358-123-8864     7381
 IBWPKPVVIPV O           358-123-8864     6469
 IBWPKPVVIPV O           358-123-8864     5140
 IBWPKPVVIPV O           358-123-8864      257
 IBWPKPVVIPV O           358-123-8864     4595
 IBWPKPVVIPV O           358-123-8864     2760
 IBWPKPVVIPV O           358-123-8864     3258
 ICC JSLRLBD             884-382-0077     1910
 ICC JSLRLBD             884-382-0077      663
 ICGDEGHFBSLSI RTK       172-979-3875      623
 ICGDEGHFBSLSI RTK       172-979-3875     1870
 ICLODQRRCHS PIP         455-778-3301     1982
 IDFMQCP ME              268-032-0842     1541
 IDFMQCP ME              268-032-0842      294
 IDFMQCP ME              268-032-0842     6506
 IDFMQCP ME              268-032-0842     3295
 IDFMQCP ME              268-032-0842     7052
 IDFMQCP ME              268-032-0842     2797
 IDFMQCP ME              268-032-0842     5177
 IDFMQCP ME              268-032-0842     4038
 IDFMQCP ME              268-032-0842     5912
 IDFMQCP ME              268-032-0842     2340
 IDFMQCP ME              268-032-0842     4632
 IDFMQCP ME              268-032-0842      989
 IDFMQCP ME              268-032-0842     7937
 IDKHDEUVMN QPSA         237-229-1739     2135
 IDKHDEUVMN QPSA         237-229-1739     5502
 IDKHDEUVMN QPSA         237-229-1739     4427
 IDKHDEUVMN QPSA         237-229-1739     1336
 IDKHDEUVMN QPSA         237-229-1739     4972
 IDKHDEUVMN QPSA         237-229-1739     3833
 IDKHDEUVMN QPSA         237-229-1739     5707
 IDKHDEUVMN QPSA         237-229-1739      784
 IDKHDEUVMN QPSA         237-229-1739     3557
 IDKHDEUVMN QPSA         237-229-1739     6301
 IDKHDEUVMN QPSA         237-229-1739     6847
 IDKHDEUVMN QPSA         237-229-1739     3090
 IDKHDEUVMN QPSA         237-229-1739     7505
 IDKHDEUVMN QPSA         237-229-1739     7732
 IDKHDEUVMN QPSA         237-229-1739     7213
 IDKHDEUVMN QPSA         237-229-1739       89
 IDKHDEUVMN QPSA         237-229-1739     2592
 IEKAVTANJYGTEK ICLK     358-881-3619     2316
 IEKAVTANJYGTEK ICLK     358-881-3619     5888
 IEKAVTANJYGTEK ICLK     358-881-3619     3738
 IEKAVTANJYGTEK ICLK     358-881-3619     4014
 IEKAVTANJYGTEK ICLK     358-881-3619     5153
 IEKAVTANJYGTEK ICLK     358-881-3619     7394
 IEKAVTANJYGTEK ICLK     358-881-3619     3271
 IEKAVTANJYGTEK ICLK     358-881-3619     6482
 IEKAVTANJYGTEK ICLK     358-881-3619     1517
 IEKAVTANJYGTEK ICLK     358-881-3619      965
 IEKAVTANJYGTEK ICLK     358-881-3619      270
 IEKAVTANJYGTEK ICLK     358-881-3619     2773
 IEKAVTANJYGTEK ICLK     358-881-3619     7913
 IEKAVTANJYGTEK ICLK     358-881-3619     4608
 IEKAVTANJYGTEK ICLK     358-881-3619     7028
 IEUBCGEHL OV            358-345-3597     6487
 IEUBCGEHL OV            358-345-3597     3276
 IEUBCGEHL OV            358-345-3597     7399
 IEUBCGEHL OV            358-345-3597      275
 IEUBCGEHL OV            358-345-3597     5158
 IEUBCGEHL OV            358-345-3597     5893
 IEUBCGEHL OV            358-345-3597     7918
 IEUBCGEHL OV            358-345-3597     4613
 IEUBCGEHL OV            358-345-3597     7033
 IEUBCGEHL OV            358-345-3597      970
 IEUBCGEHL OV            358-345-3597     1522
 IEUBCGEHL OV            358-345-3597     2321
 IEUBCGEHL OV            358-345-3597     2778
 IEUBCGEHL OV            358-345-3597     3743
 IEUBCGEHL OV            358-345-3597     4019
 IGFGEFIMDDT OQPJGYN     569-276-2240     5301
 IGFGEFIMDDT OQPJGYN     569-276-2240     6630
 IGFGEFIMDDT OQPJGYN     569-276-2240     4756
 IGFGEFIMDDT OQPJGYN     569-276-2240     1113
 IGFGEFIMDDT OQPJGYN     569-276-2240     3419
 IGFGEFIMDDT OQPJGYN     569-276-2240     2921
 IGFGEFIMDDT OQPJGYN     569-276-2240     1665
 IGFGEFIMDDT OQPJGYN     569-276-2240     4162
 IGFGEFIMDDT OQPJGYN     569-276-2240     6036
 IGFGEFIMDDT OQPJGYN     569-276-2240     2464
 IGFGEFIMDDT OQPJGYN     569-276-2240      418
 IGVM CUKYAFKI           430-862-5268     7445
 IGVM CUKYAFKI           430-862-5268     4367
 IGVM CUKYAFKI           430-862-5268       29
 IGVM CUKYAFKI           430-862-5268     5442
 IGVM CUKYAFKI           430-862-5268     7153
 IGVM CUKYAFKI           430-862-5268     3030
 IGVM CUKYAFKI           430-862-5268     6787
 IGVM CUKYAFKI           430-862-5268     4912
 IGVM CUKYAFKI           430-862-5268     6241
 IGVM CUKYAFKI           430-862-5268     5647
 IGVM CUKYAFKI           430-862-5268     3497
 IGVM CUKYAFKI           430-862-5268      724
 IGVM CUKYAFKI           430-862-5268     1276
 IGVM CUKYAFKI           430-862-5268     2075
 IGVM CUKYAFKI           430-862-5268     2532
 IGVM CUKYAFKI           430-862-5268     7672
 IGVM CUKYAFKI           430-862-5268     3773
 IIM XYPCKH              990-776-0350     7907
 IIM XYPCKH              990-776-0350     2310
 IIM XYPCKH              990-776-0350      959
 IIM XYPCKH              990-776-0350     1511
 IIM XYPCKH              990-776-0350     4008
 IIM XYPCKH              990-776-0350     7022
 IIM XYPCKH              990-776-0350     5147
 IIM XYPCKH              990-776-0350      264
 IIM XYPCKH              990-776-0350     2767
 IIM XYPCKH              990-776-0350     6476
 IIM XYPCKH              990-776-0350     5882
